,success,NetworkStrength,ClientTenure,Employees,state,Industry,population,tot_payroll_q1,tot_payroll_annual,tot_employers,company_size,income_cat
58210,1,0.677,5,39,CA,Unknown,3010232.0,1012342.0,3994864.0,3095.0,Small,Upper
58234,1,0.2401,10,46,NC,I20,919628.0,819838.0,3277986.0,1670.0,Small,Upper
58239,0,0.3128,2,70,LA,I12,22802.0,2633.0,10990.0,18.0,Medium,Low
58244,1,0.2401,1,8,NC,I23,919628.0,574013.0,2216555.0,1235.0,Micro,Upper
58264,0,0.745,4,48,CO,I17,572003.0,1847774.0,6806610.0,3344.0,Small,Upper
58265,0,0.2923,2,73,DC,I26,601723.0,1655187.0,6164841.0,2298.0,Medium,Upper
58266,0,0.3749,1,3,TX,I11,2368139.0,664862.0,2577467.0,1463.0,Micro,Upper
58268,0,-0.3596,4,186,PA,I21,280566.0,41397.0,175449.0,274.0,Medium,Low
58273,0,0.0436,7,29,TN,I09,183182.0,862062.0,3427950.0,1862.0,Small,Upper
58274,0,0.5313,2,14,MN,I26,238136.0,1786.0,8096.0,61.0,Small,Low
58278,0,0.1815,16,10,IL,I27,916924.0,130431.0,525636.0,628.0,Micro,Lower-Middle
58281,1,-0.1704,1,21,NC,Unknown,900993.0,221976.0,831766.0,912.0,Small,Middle
58283,1,0.8253,1,19,OH,Unknown,1280122.0,416463.0,1644682.0,1126.0,Small,Upper Middle
58284,0,-0.1424,5,81,IL,I27,703462.0,146043.0,613778.0,1306.0,Medium,Middle
58288,0,-0.0748,6,4,OR,I19,315335.0,32434.0,147424.0,272.0,Micro,Low
58289,0,0.24,7,334,TX,I18,16921.0,68062.0,277298.0,369.0,Large,Lower-Middle
58294,0,0.2052,1,112,OH,I21,802374.0,405396.0,1577687.0,1155.0,Medium,Upper Middle
58296,1,0.8138,1,18,GA,Unknown,688078.0,298840.0,1254621.0,2103.0,Small,Upper Middle
58307,0,-0.859,10,18,TX,I15,310235.0,218157.0,818290.0,660.0,Small,Middle
58325,1,-0.3986,1,80,OK,Unknown,603403.0,366602.0,1499981.0,1154.0,Medium,Upper Middle
58330,1,-0.2212,1,33,NC,I20,122623.0,110101.0,444433.0,787.0,Small,Lower-Middle
58335,0,-0.3611,23,2,LA,I12,432552.0,76201.0,312415.0,814.0,Micro,Lower-Middle
58336,0,0.2229,10,61,TN,I25,927644.0,67851.0,275468.0,323.0,Medium,Lower-Middle
58338,0,0.5401,14,29,NM,I23,662564.0,224977.0,899179.0,1281.0,Small,Middle
58377,0,-0.8657,29,12,NC,I22,488406.0,154249.0,611920.0,631.0,Small,Middle
58378,1,-0.1424,1,18,IL,Unknown,703462.0,171696.0,749045.0,1033.0,Small,Middle
58393,0,0.0978,10,38,SC,I16,451225.0,630966.0,2559453.0,2602.0,Small,Upper
58401,0,0.1056,28,4,IL,I20,5194675.0,122767.0,523617.0,997.0,Micro,Lower-Middle
58417,0,-1.026,4,28,GA,I21,68756.0,2178.0,9826.0,40.0,Small,Low
58422,0,-0.1704,14,204,NC,I26,900993.0,339696.0,1420191.0,804.0,Medium,Upper Middle
58446,0,0.7633,3,33,FL,I26,331298.0,184059.0,764543.0,1291.0,Small,Middle
58453,0,0.0558,6,159,CA,I24,805235.0,4533094.0,14743696.0,2408.0,Medium,Upper
58455,0,0.2229,2,22,TN,I24,927644.0,299541.0,1433651.0,805.0,Small,Upper Middle
58476,0,-0.004,16,52,MD,I23,244826.0,52406.0,226863.0,484.0,Medium,Low
58492,1,-0.0953,19,33,NC,I26,133801.0,44020.0,184446.0,720.0,Small,Low
58499,1,0.2401,6,31,NC,I02,919628.0,355685.0,1355200.0,1322.0,Small,Upper Middle
58501,0,0.3749,19,12,TX,I22,2368139.0,53968.0,215426.0,178.0,Small,Low
58508,0,-0.2278,10,21,DE,I27,538479.0,44910.0,189635.0,421.0,Small,Low
58512,1,0.3904,21,363,CA,I22,220000.0,6451.0,27565.0,84.0,Large,Low
58520,0,0.6907,9,154,MI,I27,1202362.0,711268.0,2811128.0,1867.0,Medium,Upper
58521,0,0.1056,31,124,IL,I12,5194675.0,103479.0,416756.0,491.0,Medium,Lower-Middle
58563,1,0.1056,3,19,IL,Unknown,5194675.0,2368860.0,8327226.0,2501.0,Small,Upper
58580,1,0.1056,1,52,IL,Unknown,5194675.0,124938.0,528078.0,1358.0,Medium,Lower-Middle
58583,0,0.7208,2,122,LA,I16,440171.0,224788.0,847218.0,1118.0,Medium,Middle
58584,0,-0.1704,6,54,NC,I27,900993.0,690691.0,2495784.0,1317.0,Medium,Upper
58589,0,0.0978,7,33,SC,I22,451225.0,158980.0,627385.0,999.0,Small,Middle
58595,1,0.2884,1,45,KS,I20,544179.0,322395.0,1314633.0,1328.0,Small,Upper Middle
58597,0,0.1007,7,5,MO,I23,998954.0,415774.0,1653302.0,826.0,Micro,Upper Middle
58601,0,-0.1406,1,6,IL,I12,515269.0,160171.0,663744.0,1139.0,Micro,Middle
58617,0,0.8821,4,10,GA,I12,805321.0,697424.0,2745324.0,2889.0,Micro,Upper
58624,0,-1.3511,5,85,MN,I22,38451.0,59097.0,254512.0,399.0,Medium,Low
58625,1,0.292,1,27,AZ,Unknown,3817117.0,115869.0,471994.0,1199.0,Small,Lower-Middle
58637,0,-0.2482,12,87,PA,I20,207820.0,3460.0,14942.0,51.0,Medium,Low
58641,1,0.24,26,511,GA,Unknown,26175.0,53354.0,215010.0,463.0,Large,Low
58653,0,1.6181,1,12,GA,Unknown,29966.0,34536.0,140360.0,493.0,Small,Low
58654,1,0.2491,2,19,WI,Unknown,81442.0,3519.0,15541.0,36.0,Small,Low
58657,0,0.3197,24,20,FL,I13,1145956.0,485673.0,1824671.0,1388.0,Small,Upper Middle
58682,0,1.4919,3,31,GA,I26,214346.0,120469.0,471092.0,1197.0,Small,Lower-Middle
58696,0,0.3413,18,11,TX,Unknown,1024266.0,1024684.0,4035526.0,2507.0,Small,Upper
58756,1,0.149,12,25,TX,I27,782341.0,2318878.0,8047063.0,2076.0,Small,Upper
58769,0,0.3749,8,63,TX,I25,2368139.0,940986.0,2814889.0,1612.0,Medium,Upper
58783,1,0.8821,1,12,GA,I17,805321.0,85558.0,358251.0,1119.0,Small,Lower-Middle
58791,0,0.292,6,102,AZ,I27,3817117.0,77034.0,319378.0,657.0,Medium,Lower-Middle
58794,0,-0.0624,4,21,IL,I27,186494.0,227453.0,906621.0,866.0,Small,Middle
58807,0,-0.1249,27,66,TX,I20,1714773.0,287988.0,1188932.0,1496.0,Medium,Upper Middle
58813,0,0.9968,29,24,CA,Unknown,2035210.0,56590.0,230982.0,478.0,Small,Low
58819,0,-0.0624,2,59,IL,I22,186494.0,227453.0,906621.0,866.0,Medium,Middle
58820,0,0.5411,12,50,CA,I11,3010232.0,372903.0,1446929.0,1157.0,Small,Upper Middle
58838,0,-0.4597,30,79,IL,I20,295266.0,135273.0,543797.0,761.0,Medium,Lower-Middle
58841,0,0.7381,24,25,CA,I20,483878.0,435388.0,1766370.0,1452.0,Small,Upper Middle
58844,0,0.1011,31,3,TX,I13,4092459.0,2108870.0,7211640.0,2778.0,Micro,Upper
58871,0,0.669,9,17,CO,I14,252825.0,320756.0,1303958.0,1203.0,Small,Upper Middle
58877,0,0.3777,2,8,TX,I27,662614.0,31854.0,137692.0,396.0,Micro,Low
58894,0,0.1125,7,81,WA,I20,243231.0,54298.0,239601.0,432.0,Medium,Low
58895,1,0.2965,3,71,MD,I22,971777.0,738904.0,3000940.0,2398.0,Medium,Upper
58896,1,0.2401,10,119,NC,I25,919628.0,355685.0,1355200.0,1322.0,Medium,Upper Middle
58897,0,0.1056,13,48,IL,I20,5194675.0,93921.0,386616.0,387.0,Small,Lower-Middle
58903,0,-0.3676,10,47,MN,I20,37816.0,65403.0,259540.0,417.0,Small,Low
58924,0,0.2339,5,15,OR,I12,529710.0,947224.0,4152817.0,1543.0,Small,Upper
58935,0,0.2542,1,19,KY,I07,96656.0,198963.0,777592.0,1046.0,Small,Middle
58938,1,0.1056,1,3,IL,Unknown,5194675.0,981652.0,3442223.0,1907.0,Micro,Upper
58942,0,0.3413,22,22,TX,I15,1024266.0,280101.0,1207492.0,1385.0,Small,Upper Middle
58945,1,0.6907,7,52,MI,I21,1202362.0,234150.0,981302.0,782.0,Medium,Middle
58947,0,0.6907,29,21,MI,I13,1202362.0,455444.0,1902404.0,1306.0,Small,Upper Middle
58948,0,0.5411,3,29,CA,I27,823318.0,301640.0,1157524.0,1547.0,Small,Upper Middle
58949,0,0.3381,26,48,IN,I20,197559.0,374800.0,1429012.0,1103.0,Small,Upper Middle
58951,1,0.24,2,63,AK,I27,7523.0,42707.0,168652.0,69.0,Medium,Low
58953,1,0.0558,1,37,CA,Unknown,805235.0,4533094.0,14743696.0,2408.0,Small,Upper
58956,0,-0.2482,25,41,PA,I19,207820.0,9365.0,41057.0,77.0,Small,Low
58981,0,-0.1124,3,58,MN,I11,1152425.0,955981.0,3525128.0,975.0,Medium,Upper
58988,0,0.9234,1,122,MN,Unknown,20087.0,3294.0,16006.0,53.0,Medium,Low
59053,0,0.2965,11,20,MD,I15,971777.0,738904.0,3000940.0,2398.0,Small,Upper
59074,1,0.8253,18,95,OH,I20,1280122.0,416463.0,1644682.0,1126.0,Medium,Upper Middle
59081,0,-0.1124,4,20,MN,I13,1152425.0,1745383.0,5815246.0,1649.0,Small,Upper
59095,1,-0.0066,4,40,MI,I20,99892.0,129062.0,528353.0,840.0,Small,Lower-Middle
59107,0,-0.6972,1,255,TX,Unknown,800647.0,79234.0,323178.0,709.0,Large,Lower-Middle
59111,0,1.157,15,39,GA,I22,127317.0,171963.0,684424.0,815.0,Small,Middle
59114,0,-1.0237,9,539,MN,I20,23300.0,37373.0,151372.0,273.0,Large,Low
59119,0,-0.0486,3,56,AZ,I14,134421.0,187768.0,769531.0,1461.0,Medium,Middle
59125,1,-1.477,2,33,NC,I27,151131.0,312112.0,1294622.0,1451.0,Small,Upper Middle
59132,1,-0.1424,1,17,IL,I20,308760.0,6976.0,29947.0,152.0,Small,Low
59141,0,0.446,9,201,MI,I27,160248.0,282509.0,1055599.0,760.0,Medium,Upper Middle
59143,0,0.9913,20,46,CA,Unknown,348432.0,43210.0,198900.0,425.0,Small,Low
59176,1,0.4883,1,10,TN,Unknown,262604.0,1323.0,6246.0,41.0,Micro,Low
59180,0,-0.4896,1,30,LA,I27,52160.0,35748.0,149433.0,462.0,Small,Low
59184,0,-0.1181,2,7,IL,I20,270056.0,3031.0,13737.0,64.0,Micro,Low
59189,0,-0.2152,8,10,IL,I27,197465.0,60821.0,233724.0,277.0,Micro,Low
59197,1,0.6859,2,46,MI,I22,840978.0,264146.0,1077392.0,602.0,Small,Upper Middle
59203,0,0.8996,7,65,MI,I21,32735.0,3266.0,14368.0,51.0,Medium,Low
59207,0,0.3578,2,176,WA,I25,471221.0,243232.0,1010563.0,905.0,Medium,Middle
59231,0,-0.2097,25,56,PA,I15,1223348.0,376115.0,1428638.0,1107.0,Medium,Upper Middle
59232,1,-0.4598,23,12,NC,I23,168148.0,106480.0,443039.0,1279.0,Small,Lower-Middle
59241,0,-0.2097,7,36,PA,I20,1223348.0,13031.0,49559.0,92.0,Small,Low
59251,1,0.5696,6,20,NM,I27,209233.0,10929.0,43583.0,91.0,Small,Low
59254,0,0.0389,1,10,AZ,Unknown,980263.0,144989.0,611716.0,1272.0,Micro,Middle
59263,0,0.237,30,44,PA,I11,799874.0,1036068.0,4061961.0,1909.0,Small,Upper
59278,0,0.3851,25,712,VA,I20,75568.0,148893.0,529332.0,336.0,Large,Lower-Middle
59279,0,0.7132,5,23,MI,I24,602622.0,129766.0,511673.0,497.0,Small,Lower-Middle
59291,0,0.9521,4,23,CO,I19,285465.0,117303.0,497431.0,1707.0,Small,Lower-Middle
59293,1,-0.1201,2,7,SC,I27,284307.0,75819.0,315650.0,512.0,Micro,Lower-Middle
59311,1,0.7289,13,17,SC,Unknown,350209.0,111712.0,488931.0,828.0,Small,Lower-Middle
59315,1,0.7062,5,6,GA,I13,691893.0,302826.0,1138839.0,1078.0,Micro,Upper Middle
59324,0,-0.1531,1,3,MO,Unknown,75990.0,152927.0,624024.0,851.0,Micro,Middle
59326,0,0.292,4,5,AZ,I02,3817117.0,218473.0,904400.0,1719.0,Micro,Middle
59333,0,0.9627,4,44,MI,I20,263801.0,244174.0,1048592.0,699.0,Small,Upper Middle
59340,0,0.1056,27,14,IL,I27,5194675.0,239604.0,960008.0,956.0,Small,Middle
59351,0,0.8253,1,11,OH,Unknown,1280122.0,1017249.0,3471610.0,1502.0,Small,Upper
59361,0,-0.382,7,116,OH,I20,441815.0,22156.0,103274.0,246.0,Medium,Low
59368,1,0.5114,26,42,OR,I20,529710.0,506252.0,1787647.0,1194.0,Small,Upper Middle
59369,0,-1.3511,8,21,MN,I11,88499.0,61202.0,259142.0,312.0,Small,Low
59385,0,0.3904,3,580,CA,I23,220000.0,178563.0,741384.0,1238.0,Large,Middle
59386,0,0.3588,5,41,IL,I20,67103.0,85481.0,362479.0,465.0,Small,Lower-Middle
59407,0,-0.9513,1,21,CA,Unknown,55365.0,5870.0,28529.0,97.0,Small,Low
59411,1,0.7734,1,21,TN,Unknown,98294.0,263412.0,1115035.0,827.0,Small,Upper Middle
59412,0,0.5411,10,20,CA,I12,2035210.0,229541.0,963674.0,1878.0,Small,Middle
59418,0,1.3621,17,17,CA,I25,413344.0,248424.0,986472.0,985.0,Small,Middle
59427,0,0.3413,5,24,TX,I24,1024266.0,1024684.0,4035526.0,2507.0,Small,Upper
59431,0,0.2465,34,86,OH,I13,802374.0,1612303.0,6177891.0,2188.0,Medium,Upper
59442,1,0.4326,2,38,SC,I23,162233.0,82513.0,348434.0,1028.0,Small,Lower-Middle
59452,0,0.7764,26,56,MS,I19,47351.0,133920.0,572333.0,1193.0,Medium,Lower-Middle
59471,1,0.3211,1,13,WI,Unknown,70019.0,35388.0,136240.0,175.0,Small,Low
59497,0,0.6859,5,16,MI,I19,840978.0,59374.0,225109.0,189.0,Small,Low
59501,0,0.3381,2,40,IN,I12,197559.0,374800.0,1429012.0,1103.0,Small,Upper Middle
59507,0,0.5411,15,36,CA,I14,9818605.0,151361.0,641200.0,1722.0,Small,Middle
59514,0,-1.5956,2,99,TX,I27,340223.0,73999.0,307343.0,301.0,Medium,Lower-Middle
59523,0,0.0,19,34,MD,I11,287085.0,90106.0,393707.0,241.0,Small,Lower-Middle
59532,0,-0.7886,15,679,NE,I14,6940.0,8470.0,39978.0,31.0,Large,Low
59550,0,0.7903,6,501,GA,I09,110527.0,182656.0,777949.0,1034.0,Large,Middle
59553,1,0.7686,17,44,MI,I19,86986.0,258526.0,1100943.0,1615.0,Small,Upper Middle
59567,0,0.819,28,32,GA,I13,920581.0,808876.0,3081285.0,2200.0,Small,Upper
59580,0,0.1789,5,14,MO,I24,275174.0,249207.0,1043149.0,1557.0,Small,Middle
59608,0,0.2465,19,78,OH,I23,802374.0,252796.0,937912.0,546.0,Medium,Middle
59611,1,0.7194,21,1278,FL,Unknown,2496435.0,63564.0,270408.0,1129.0,Large,Low
59617,0,0.24,6,36,IL,I19,24913.0,8972.0,23532.0,27.0,Small,Low
59621,1,0.819,2,13,GA,Unknown,920581.0,457251.0,1785622.0,1862.0,Small,Upper Middle
59628,0,0.4239,19,34,CA,I27,930450.0,150442.0,632029.0,572.0,Small,Middle
59630,0,0.3446,4,138,NY,I23,134905.0,100564.0,422608.0,918.0,Medium,Lower-Middle
59632,0,0.4896,2,39,UT,I23,1029655.0,273185.0,1130260.0,941.0,Small,Upper Middle
59635,1,-0.0348,2,12,IN,I27,903393.0,590193.0,2308303.0,1422.0,Small,Upper
59652,0,0.1056,9,116,IL,I27,5194675.0,65025.0,266653.0,522.0,Medium,Low
59656,0,0.1056,6,12,IL,I22,916924.0,714133.0,2644657.0,1453.0,Small,Upper
59661,0,0.5026,2,20,MS,I27,47671.0,73808.0,309537.0,785.0,Small,Lower-Middle
59674,1,0.8483,1,14,CA,Unknown,2189641.0,207425.0,881882.0,1411.0,Small,Middle
59676,0,-0.1424,20,8,IL,I20,703462.0,238298.0,998335.0,1301.0,Micro,Middle
59688,0,0.3749,17,39,TX,I16,2368139.0,291509.0,1172988.0,613.0,Small,Upper Middle
59715,0,0.24,7,74,ND,I27,24199.0,158162.0,672648.0,1035.0,Medium,Middle
59716,0,0.2208,2,16,TN,I23,432226.0,201729.0,817151.0,660.0,Small,Middle
59723,0,0.5957,1,64,CA,Unknown,823318.0,401955.0,1661285.0,2550.0,Medium,Upper Middle
59727,0,0.8643,21,43,CA,I12,1418788.0,103670.0,429790.0,486.0,Small,Lower-Middle
59728,0,-0.5817,29,14,IN,I25,28818.0,100486.0,421439.0,397.0,Small,Lower-Middle
59746,1,1.4919,2,29,GA,Unknown,920581.0,783114.0,2903579.0,2472.0,Small,Upper
59759,0,-0.2482,26,10,PA,I15,207820.0,278766.0,1191565.0,1543.0,Micro,Upper Middle
59761,0,-0.2294,3,12,SD,I16,5301.0,12145.0,52404.0,174.0,Small,Low
59764,0,-0.2294,7,35,ND,I22,2470.0,3183.0,14108.0,74.0,Small,Low
59765,0,0.8643,3,37,CA,I19,1418788.0,734718.0,2739303.0,1331.0,Small,Upper
59783,0,0.3849,3,23,MI,I11,344791.0,287627.0,1177757.0,1647.0,Small,Upper Middle
59792,1,1.3716,22,57,OH,I07,541781.0,124541.0,522486.0,857.0,Medium,Lower-Middle
59809,0,-0.7338,2,32,TX,I24,120725.0,100489.0,409357.0,1263.0,Small,Lower-Middle
59813,0,0.4985,36,40,FL,I25,379448.0,3067.0,13701.0,45.0,Small,Low
59816,0,0.1805,3,31,TX,Unknown,1809034.0,113758.0,462638.0,574.0,Small,Lower-Middle
59822,0,0.24,2,17,CO,I27,5441.0,5500.0,17616.0,23.0,Small,Low
59827,0,0.7132,15,28,MI,I27,602622.0,619732.0,2507566.0,1642.0,Small,Upper
59853,0,-0.2816,10,27,WI,I26,488073.0,195903.0,792036.0,940.0,Small,Middle
59854,1,0.1056,1,13,IL,Unknown,515269.0,81408.0,346759.0,730.0,Small,Lower-Middle
59855,1,-0.2156,2,52,GA,I27,68756.0,6098.0,24573.0,28.0,Medium,Low
59872,0,0.1007,16,30,MO,I19,998954.0,215332.0,794338.0,664.0,Small,Middle
59880,0,-0.2462,30,13,WI,I20,389891.0,523048.0,2121001.0,1099.0,Small,Upper
59887,0,-0.2127,16,32,WI,I19,86395.0,173903.0,722987.0,1009.0,Small,Middle
59893,1,0.1805,1,48,TX,I13,1809034.0,774648.0,3009328.0,1478.0,Small,Upper
59911,1,0.175,1,23,VA,Unknown,312311.0,221480.0,865911.0,1403.0,Small,Middle
59912,1,0.8253,24,15,OH,I19,1280122.0,1017249.0,3471610.0,1502.0,Small,Upper
59917,1,0.819,26,11,GA,I22,920581.0,457251.0,1785622.0,1862.0,Small,Upper Middle
59918,0,0.1007,2,131,MO,Unknown,998954.0,185708.0,762283.0,1106.0,Medium,Middle
59925,0,-0.644,4,515,NE,I09,285407.0,35215.0,145773.0,178.0,Large,Low
59946,0,0.8138,18,27,GA,I09,688078.0,2060997.0,7256682.0,2643.0,Small,Upper
59963,0,0.446,8,148,MI,I16,160248.0,282509.0,1055599.0,760.0,Medium,Upper Middle
59965,1,-0.0671,6,38,MI,I23,425790.0,187061.0,825161.0,1151.0,Small,Middle
59993,0,0.1787,2,27,TX,I27,455746.0,88416.0,381952.0,316.0,Small,Lower-Middle
60011,0,0.3749,1,22,TX,Unknown,2368139.0,940986.0,2814889.0,1612.0,Small,Upper
60023,0,-0.1249,25,697,TX,I20,33410.0,126616.0,535889.0,1218.0,Large,Lower-Middle
60029,0,0.3413,19,96,TX,Unknown,1024266.0,651789.0,2664674.0,1666.0,Medium,Upper
60039,0,0.1056,2,95,IL,I20,5194675.0,118825.0,515743.0,1239.0,Medium,Lower-Middle
60062,0,-0.9347,1,13,TX,Unknown,774769.0,125925.0,504296.0,1252.0,Small,Lower-Middle
60086,0,0.5411,6,8,CA,I22,9818605.0,246624.0,930942.0,483.0,Micro,Middle
60108,0,0.4215,3,15,SC,I13,384504.0,96949.0,397215.0,595.0,Small,Lower-Middle
60117,0,0.3849,1,30,MI,Unknown,344791.0,250207.0,1071268.0,1443.0,Small,Upper Middle
60133,0,0.3749,12,25,TX,I20,2368139.0,215689.0,785501.0,855.0,Small,Middle
60134,0,0.0331,9,29,TX,I15,19807.0,30773.0,126408.0,315.0,Small,Low
60135,0,0.292,20,105,AZ,I21,3817117.0,489428.0,1966583.0,834.0,Medium,Upper
60137,0,-0.7957,14,15,AL,I27,412992.0,56732.0,240650.0,124.0,Small,Low
60138,0,0.3749,27,30,TX,I20,2368139.0,144771.0,591407.0,889.0,Small,Middle
60157,0,0.4868,6,12,OR,I23,735334.0,482156.0,1979682.0,1596.0,Small,Upper
60170,0,0.2465,32,22,OH,I07,802374.0,314304.0,1149287.0,999.0,Small,Upper Middle
60187,0,-0.1704,5,11,NC,I15,900993.0,454411.0,1869785.0,1085.0,Small,Upper Middle
60190,0,0.1056,11,11,IL,I26,5194675.0,136873.0,583819.0,1145.0,Small,Lower-Middle
60206,0,-0.1185,1,11,TX,Unknown,1809034.0,223389.0,952466.0,1487.0,Small,Middle
60221,0,0.1011,2,9,TX,I19,4092459.0,94408.0,386136.0,588.0,Micro,Lower-Middle
60232,0,0.2965,36,75,MD,Unknown,971777.0,1158506.0,4208295.0,2387.0,Medium,Upper
60238,0,-0.586,1,12,IA,Unknown,430640.0,48066.0,205725.0,642.0,Small,Low
60245,0,0.4125,19,701,CA,Unknown,1781642.0,192456.0,806649.0,1046.0,Large,Middle
60257,0,0.149,1,122,TX,Unknown,2368139.0,210743.0,831044.0,1144.0,Medium,Middle
60285,0,-0.3581,29,275,PA,I23,127089.0,3993.0,17024.0,24.0,Large,Low
60297,0,-0.9146,19,20,MN,I23,51461.0,180649.0,736404.0,866.0,Small,Middle
60302,0,0.2745,1,138,SC,I01,61697.0,51728.0,206866.0,572.0,Medium,Low
60304,0,0.2965,3,13,MD,I27,971777.0,65464.0,282000.0,574.0,Small,Lower-Middle
60310,0,-0.7379,1,20,ND,I22,66861.0,205219.0,895679.0,1106.0,Small,Middle
60314,0,0.4554,19,17,MO,I11,319294.0,400080.0,1629763.0,482.0,Small,Upper Middle
60318,0,0.5401,5,12,NM,I12,662564.0,329866.0,1290723.0,798.0,Small,Upper Middle
60320,0,0.1011,2,32,TX,I20,4092459.0,63489.0,239521.0,346.0,Small,Low
60327,1,0.32,2,35,TN,I27,626681.0,403209.0,1702658.0,1920.0,Small,Upper Middle
60329,1,0.5491,2,56,MN,I20,6018.0,2245.0,10295.0,33.0,Medium,Low
60331,0,0.1805,22,51,TX,I22,1809034.0,113758.0,462638.0,574.0,Medium,Lower-Middle
60335,0,-0.7161,4,193,MN,I21,200226.0,17456.0,78474.0,147.0,Medium,Low
60336,0,-0.8657,11,12,NC,Unknown,488406.0,178416.0,754950.0,1069.0,Small,Middle
60338,0,-0.1124,14,9,MN,I12,1152425.0,161527.0,625826.0,1060.0,Micro,Middle
60356,0,0.8789,9,107,GA,I26,9255.0,605.0,2650.0,24.0,Medium,Low
60364,0,-0.2816,22,49,WI,I27,488073.0,273911.0,1049762.0,1187.0,Small,Upper Middle
60367,0,-0.537,3,202,ND,I24,81308.0,197006.0,804223.0,1154.0,Medium,Middle
60375,0,-0.4309,8,37,AL,I27,658466.0,341346.0,1283356.0,1049.0,Small,Upper Middle
60376,0,-0.8504,15,42,TX,I25,92565.0,133120.0,579055.0,999.0,Small,Lower-Middle
60386,0,0.3749,2,38,TX,I27,2368139.0,471022.0,1946490.0,1451.0,Small,Upper
60387,0,-1.0853,11,5,AL,I20,334811.0,556992.0,2249634.0,970.0,Micro,Upper
60407,0,1.0151,15,22,OH,I01,45858.0,61817.0,249187.0,464.0,Small,Low
60409,0,0.1226,2,8,MO,I02,998954.0,267866.0,1045136.0,1212.0,Micro,Middle
60415,0,0.8643,8,190,CA,I20,1418788.0,181414.0,775938.0,712.0,Medium,Middle
60420,0,-1.1068,3,14,SD,Unknown,9129.0,5630.0,23330.0,87.0,Small,Low
60436,0,0.5411,24,16,CA,I24,9818605.0,417555.0,1629990.0,1500.0,Small,Upper Middle
60438,1,-0.1424,9,54,IL,I17,703462.0,64978.0,282795.0,867.0,Medium,Lower-Middle
60456,0,-0.4896,11,62,LA,I27,221578.0,202413.0,850218.0,1680.0,Medium,Middle
60461,0,-1.1008,13,20,NE,I27,46102.0,113486.0,466047.0,877.0,Small,Lower-Middle
60462,0,-0.2453,31,182,PA,I12,799874.0,233567.0,928289.0,1240.0,Medium,Middle
60464,0,-0.6208,4,76,WA,I20,89120.0,128001.0,564709.0,1022.0,Medium,Lower-Middle
60467,0,0.3578,24,45,WA,I20,471221.0,121951.0,526591.0,1116.0,Small,Lower-Middle
60489,0,0.7062,14,56,GA,I26,691893.0,169796.0,701176.0,870.0,Medium,Middle
60491,0,0.7132,2,15,MI,Unknown,602622.0,619732.0,2507566.0,1642.0,Small,Upper
60505,0,0.1815,24,11,IL,I20,916924.0,180708.0,757988.0,798.0,Small,Middle
60521,0,0.7208,5,12,LA,I24,440171.0,34032.0,149682.0,175.0,Small,Low
60524,1,0.1056,17,26,IL,I15,5194675.0,425130.0,1675682.0,1441.0,Small,Upper Middle
60529,0,0.4239,6,46,CA,I25,930450.0,299718.0,1264615.0,1556.0,Small,Upper Middle
60542,1,0.1056,25,46,IL,I20,5194675.0,251557.0,1041920.0,1286.0,Small,Middle
60556,0,1.2193,23,35,OH,I19,125488.0,276856.0,1021630.0,1082.0,Small,Middle
60559,0,-0.4309,40,681,AL,I16,658466.0,341346.0,1283356.0,1049.0,Large,Upper Middle
60579,0,0.0433,2,18,AZ,I26,53597.0,152.0,578.0,10.0,Small,Low
60587,0,0.1056,20,286,IL,I13,5194675.0,2368860.0,8327226.0,2501.0,Large,Upper
60591,0,0.4628,2,13,NY,Unknown,122109.0,161444.0,607504.0,698.0,Small,Middle
60594,0,0.1805,15,94,TX,I23,1809034.0,95257.0,406636.0,732.0,Medium,Lower-Middle
60602,1,0.6928,28,41,NC,I20,168878.0,89483.0,366289.0,786.0,Small,Lower-Middle
60606,0,0.9627,8,668,MI,I24,263801.0,244174.0,1048592.0,699.0,Large,Upper Middle
60655,1,0.7129,23,13,MI,Unknown,1820584.0,527733.0,1903654.0,1778.0,Small,Upper Middle
60661,1,0.4454,3,17,CA,I27,423895.0,86810.0,366227.0,482.0,Small,Lower-Middle
60675,1,-0.6509,43,23,TX,I12,234906.0,196519.0,799001.0,1213.0,Small,Middle
60687,1,-0.5895,2,39,NC,I27,900993.0,889030.0,3631576.0,1407.0,Small,Upper
60690,1,-0.5572,1,18,CA,Unknown,134623.0,130911.0,539531.0,1030.0,Small,Lower-Middle
60705,0,0.4554,11,1,MO,I15,319294.0,400080.0,1629763.0,482.0,Micro,Upper Middle
60723,1,-0.571,7,90,ND,I23,61675.0,44936.0,187322.0,397.0,Medium,Low
60724,1,0.9968,42,21,CA,I15,2035210.0,56590.0,230982.0,478.0,Small,Low
60729,1,0.7062,10,11,GA,I15,920581.0,1913802.0,6046434.0,2572.0,Small,Upper
60736,1,0.3749,2,29,TX,I27,2368139.0,1242781.0,4415175.0,1029.0,Small,Upper
60755,1,0.819,2,10,GA,I11,920581.0,311500.0,1023871.0,853.0,Micro,Middle
60757,0,0.5821,5,4,IN,I11,903393.0,971553.0,3442549.0,1730.0,Micro,Upper
60785,0,0.1406,11,18,GA,I27,14899.0,5199.0,22745.0,83.0,Small,Low
60793,0,0.7208,26,17,LA,I23,440171.0,158355.0,663173.0,783.0,Small,Middle
60826,0,-0.3596,5,72,PA,I02,280566.0,92975.0,384994.0,621.0,Medium,Lower-Middle
